chr	start	end	peak	H3K27ac_K562_ctrl	H3K27ac_K562_all	H3K27ac_K562_sep	H3K9me3_K562_ctrl	H3K9me3_K562_all	H3K27ac_OCIAML3_ctrl	H3K27ac_OCIAML3_all	H3K27ac_OCIAML3_sep	H3K9me3_OCIAML3_ctrl	H3K9me3_OCIAML3_all	H3K9me3_OCIAML3_sep
chr13	22889275	22890275	dCas9_LTR2B_peak_94	-2.1064057	-2.3666022	-2.3230364	-0.783239	-0.18879963	-1.3658977	-1.7730157	-1.7984611	-1.135387	-0.43313074	-0.5274348
chr13	31609681	31610681	dCas9_LTR2B_peak_95	-1.9689021	-3.214599	-2.7380738	-1.7832389	-0.95931774	-1.906466	-1.8985466	-1.2838879	-0.7874636	-0.6883878	-1.5274348
chr13	45870771	45871771	dCas9_LTR2B_peak_96	-2.4283338	-2.3666022	-1.6225966	-2.0056314	-0.18879963	-1.459007	-4.357978	-2.2838879	-0.89437884	-0.7356935	-1.7200798
chr13	48591063	48592063	dCas9_LTR2B_peak_97	-1.9689021	-2.0770955	-3.0011082	-0.8901542	-0.3463409	-0.5585427	-0.83441633	-1.6058159	-1.2728904	-1.1831524	-2.5274348
chr13	90707921	90708921	dCas9_LTR2B_peak_98	0.27210593	0.018061714	-0.27864227	1.4538001	1.5679291	-2.3658977	-2.1880531	-1.7984611	-0.89437884	-1.2502667	-0.8269951
chr13	94549339	94550339	dCas9_LTR2B_peak_99	0.5258625	0.5719973	1.2161224	-4.742597	-3.0467806	0.49208334	0.06828647	-0.21349859	-1.6879278	-1.7356935	-1.5274348
chr13	102439815	102440815	dCas9_LTR2B_peak_100	-2.4283338	-1.9515647	-2.7380738	-2.5905938	0.0825024	-1.7809352	-5.357978	-1.6989255	-1.2728904	-0.7356935	-0.2795073
chr13	107910603	107911603	dCas9_LTR2B_peak_101	2.2581668	0.69229156	0.45832333	1.1098459	2.3369236	-1.3658977	-1.7730157	-3.2838879	-1.135387	-1.2502667	-1.5274348
chr14	20342641	20343641	dCas9_LTR2B_peak_102	1.1566287	1.507867	2.1281748	-2.0056314	-2.2394257	1.5167454	2.0170612	2.2207325	-4.0098557	-2.472659	-2.9424725
chr14	22174900	22175900	dCas9_LTR2B_peak_103	-2.4283338	-1.8360875	-2.0011082	-2.2686658	-0.46181813	-1.3658977	-1.2705154	-1.6058159	-1.2728904	-1.3946565	-1.0680032
chr14	65457144	65458144	dCas9_LTR2B_peak_104	-2.4283338	-2.9515646	-2.5156813	-0.5031311	-0.18879963	-1.459007	-2.03605	-2.2838879	-0.73683757	-1.0576216	-1.9424723
chr14	65956458	65957458	dCas9_LTR2B_peak_105	-2.1064057	-3.5365272	-2.5156813	-1.4206688	-0.95931774	-1.1179701	-1.2705154	-1.435891	-1.3468909	-1.0576216	-0.94247234
chr14	91292990	91293990	dCas9_LTR2B_peak_106	-1.9689021	-1.6296365	-1.7380738	-2.5905938	-2.2394257	-0.61101013	-0.9656608	-1.6989255	-2.4248934	-1.5551213	-1.5274348
chr14	93165004	93166004	dCas9_LTR2B_peak_107	-2.8433714	-1.6296365	-1.6225966	-2.5905938	-0.65446323	0.44145727	-1.1100508	-0.7984611	-1.135387	-0.28503212	-0.8269951
chr14	95956909	95957909	dCas9_LTR2B_peak_108	-1.340871	-2.3666022	-3.3230364	-1.5905939	-0.95931774	-2.5585427	-2.3579783	-2.2838879	-1.135387	-0.78460306	-1.0680032
chr14	96012732	96013732	dCas9_LTR2B_peak_109	-1.8433713	-2.7291722	-2.7380738	-1.2686658	-0.79885316	-3.3658977	-2.1880531	-2.605816	-1.135387	-1.2502667	-0.5274348
chr14	102055934	102056934	dCas9_LTR2B_peak_110	-1.5214431	-2.2145991	-2.1531112	-2.2686658	-0.046780612	-1.3658977	-3.773016	-1.6058159	-1.8943788	-0.78460306	-1.7200798
chr15	29271220	29272220	dCas9_LTR2B_peak_111	-1.8433713	-2.3666022	-1.6225966	-1.5905939	0.040682223	-0.9735802	-0.03605019	-1.2134986	-1.0098561	-1.1831524	-0.94247234
chr15	32505791	32506791	dCas9_LTR2B_peak_112	-2.8433714	-2.9515646	-5.323036	-3.0056314	-1.2394258	-3.0439694	-3.773016	-3.2838879	-2.7874637	-2.8352292	-2.9424725
chr15	34812814	34813814	dCas9_LTR2B_peak_113	-0.9047718	-0.67854613	-0.8636048	-0.8901542	0.6811398	-2.3658977	-2.3579783	-1.2838879	-1.0712565	-1.0576216	-1.7200798
chr15	40234574	40235574	dCas9_LTR2B_peak_114	-1.0360163	-1.214599	-1.4161458	-1.2686658	-0.40292445	0.46699235	-0.22869526	-0.3204138	-1.135387	-0.7356935	-0.94247234
chr15	66464828	66465828	dCas9_LTR2B_peak_115	-0.9689022	-1.6296365	-0.8636048	-0.06703196	0.34553683	0.15766428	-0.77301574	-0.248264	-1.4248935	-0.32065603	-0.7200799
chr15	67839679	67840679	dCas9_LTR2B_peak_116	2.2581668	4.8099866	5.5457864	-3.0056314	-0.587349	2.6784966	3.6726887	2.5691097	-3.009856	-1.7356935	-2.2055068
chr15	73785070	73786070	dCas9_LTR2B_peak_117	-2.8433714	-1.4490643	-2.5156813	-1.4206688	-0.65446323	-2.7809353	-2.3579783	-2.1463845	-1.5948185	-1.1190221	-2.5274348
chr15	74845773	74846773	dCas9_LTR2B_peak_118	-1.340871	-1.6296365	-2.7380738	-2.0056314	0.2386216	-1.459007	-1.7730157	-0.90537626	-1.7874637	-2.1831524	-1.0680032
chr15	75218785	75219785	dCas9_LTR2B_peak_119	-1.7278941	-1.9515647	-2.1531112	-1.2686658	0.2386216	-0.19597267	-1.3579782	-0.113962926	-1.2728904	-0.8876966	-1.7200798
chr15	87481884	87482884	dCas9_LTR2B_peak_120	-2.8433714	-2.0770955	-2.1531112	-1.2686658	0.20114689	-2.5585427	-1.1880534	-2.7984612	-0.68792796	-1.0576216	-0.7200799
chr15	88621978	88622978	dCas9_LTR2B_peak_121	1.2010227	-0.32707375	-0.1531114	-1.1311623	1.0406822	1.4920833	1.5246648	1.716112	-1.5073557	-0.8876966	-1.7200798
chr16	1024871	1025871	dCas9_LTR2B_peak_122	-2.4283338	-1.9515647	-1.3230364	-0.783239	-2.2394257	-1.459007	-2.3579783	-1.082254	-1.2728904	-0.8876966	-3.5274346
chr16	5213950	5214950	dCas9_LTR2B_peak_123	-2.4283338	-1.7291722	-2.0011082	-1.4206688	-0.046780612	-3.0439694	-2.5506234	-2.7984612	-1.5073557	-0.9987279	-0.7200799
chr16	14662396	14663396	dCas9_LTR2B_peak_124	-0.9689022	-1.3666022	-2.1531112	-0.8901542	0.412651	-1.5585427	-1.7730157	-2.2838879	-2.7874637	-0.94214433	-0.94247234
chr16	19906755	19907755	dCas9_LTR2B_peak_125	-1.0360163	-1.8360875	-1.8636047	-0.5031311	-0.046780612	-2.0439696	-1.5506234	-0.90537626	-1.7874637	-0.6883878	-1.0680032
chr16	28950089	28951089	dCas9_LTR2B_peak_126	0.8935943	1.4634727	1.876636	-3.0056314	-1.0467806	1.6341022	1.3424613	1.5938562	-2.4248934	-2.1831524	-2.9424725
chr16	29707318	29708318	dCas9_LTR2B_peak_127	-0.9689022	-1.6296365	-1.7380738	-2.0056314	0.95321935	-1.665458	-2.03605	-1.3578885	-2.009856	-0.32065603	-0.2795073
chr16	30452546	30453546	dCas9_LTR2B_peak_128	0.09522816	-1.6296365	-1.6225966	-2.2686658	0.5078082	2.0349817	0.42338142	0.60363734	-2.2728903	-0.94214433	-1.3575099
chr16	30540679	30541679	dCas9_LTR2B_peak_129	0.3530259	-1.8360875	-1.0011083	-2.0056314	0.0825024	-1.665458	-1.1100508	-1.2838879	-1.5073557	-1.4726591	-0.7200799
chr16	30559153	30560153	dCas9_LTR2B_peak_130	0.6801906	-1.1442097	-0.6791802	-1.2686658	0.9304993	0.3620228	-0.03605019	0.03804017	-1.2025012	-0.6425841	-0.7200799
chr16	30658487	30659487	dCas9_LTR2B_peak_131	1.8384527	2.9752254	3.690984	-2.5905938	-1.0467806	2.8867676	2.7241707	3.101543	-5.5948186	-2.8352292	-2.2055068
chr16	50707339	50708339	dCas9_LTR2B_peak_132	-0.9689022	-1.536527	-2.3230364	-0.8901542	-0.3463409	0.21906483	-0.03605019	-0.476533	-0.68792796	-1.7356935	-1.2055067
chr16	88192557	88193557	dCas9_LTR2B_peak_133	-1.5214431	-1.6296365	-2.1531112	-1.7832389	-2.2394257	-1.5585427	-1.7730157	-3.2838879	-1.8943788	-1.1190221	-1.0680032
chr16	88526484	88527484	dCas9_LTR2B_peak_134	1.2155224	-0.6296365	0.23155245	-1.4206688	0.5970756	-1.459007	-3.0360503	-1.3578885	-1.8943788	-2.472659	-1.5274348
chr17	28893492	28894492	dCas9_LTR2B_peak_135	-0.03601637	-0.21459904	-0.8636048	0.053262275	1.2011468	2.180997	1.1177552	2.3366985	-2.5948186	-0.78460306	-1.2055067
chr17	40498853	40499853	dCas9_LTR2B_peak_136	-0.47413746	-1.4490643	-2.1531112	-2.5905938	0.20114689	-3.0439694	-2.5506234	-1.5183531	-1.5948185	-0.94214433	-1.5274348
chr17	41694487	41695487	dCas9_LTR2B_peak_137	0.18637605	-1.536527	-1.0751089	-1.7832389	-0.0023864962	-0.41170135	-0.83441633	-2.1463845	-1.2728904	-0.78460306	-0.94247234
chr17	44186275	44187275	dCas9_LTR2B_peak_138	1.8004848	2.4634728	3.2044406	-2.0056314	-2.7248526	2.622787	2.6699276	3.1118603	-2.135387	-2.0576215	-2.9424725
chr17	50419620	50420620	dCas9_LTR2B_peak_139	-1.0360163	-0.67854613	-0.6225967	-0.06703196	0.37948415	0.5882986	0.77130467	0.3714639	-1.0098561	-1.7356935	-2.5274348
chr17	81248913	81249913	dCas9_LTR2B_peak_140	-0.9047718	-0.6296365	-0.6791802	-0.6837033	-0.587349	-0.7809351	-0.89854664	-0.21349859	-1.6879278	-1.320656	-0.35750985
chr17	81530864	81531864	dCas9_LTR2B_peak_141	-2.1064057	-1.2885996	-1.7380738	-1.2686658	-1.4618181	-1.3658977	-1.6575385	-1.6058159	-2.009856	-0.6883878	-1.9424723
chr17	83102965	83103965	dCas9_LTR2B_peak_142	-0.6734463	0.5509357	0.48431852	-0.8901542	-0.52321863	-0.5585427	-0.31358415	-1.2134986	-2.7874637	-3.0576217	-4.527435
chr18	1002778	1003778	dCas9_LTR2B_peak_143	-0.18040627	0.69229156	1.2005255	-0.5031311	0.7345791	-1.906466	-3.773016	-2.605816	-2.2728903	-1.1190221	-1.5274348
chr18	7736083	7737083	dCas9_LTR2B_peak_144	-1.8433713	-1.4490643	-1.8636047	-1.1311623	0.412651	-2.7809353	-1.7730157	-1.9053763	-1.0712565	-0.6883878	-1.7200798
chr18	8913476	8914476	dCas9_LTR2B_peak_145	2.7264843	-1.3666022	-1.5156814	-0.3426664	0.7605743	-2.3658977	-4.357978	-1.6058159	-1.4248935	-0.32065603	-1.3575099
chr18	12552328	12553328	dCas9_LTR2B_peak_146	-2.1064057	-1.9515647	-1.8636047	-0.5031311	0.5970756	-1.665458	-1.6575385	-3.2838879	-1.8943788	-0.59819	-2.2055068
chr18	23964758	23965758	dCas9_LTR2B_peak_147	-1.9689021	-1.8360875	-2.3230364	-1.7832389	0.0825024	-0.8423357	-1.4510876	-0.747835	-1.2025012	-0.78460306	-0.43997198
chr18	71471866	71472866	dCas9_LTR2B_peak_148	-1.8433713	-2.3666022	-3.3230364	-2.5905938	-1.2394258	-1.5585427	-2.3579783	-1.6058159	-1.135387	-1.1190221	-0.94247234
chr18	74500264	74501264	dCas9_LTR2B_peak_149	-0.5214432	-1.7291722	-3.0011082	-3.0056314	-0.0023864962	0.27795854	0.6420217	0.6230027	-1.4248935	-0.21631935	-0.2795073
chr18	80006724	80007724	dCas9_LTR2B_peak_150	-1.7278941	-3.214599	-3.7380738	-1.4206688	-0.8768556	-2.1959727	-1.7730157	-3.2838879	-1.2728904	-0.8876966	-1.2055067
chr19	3331995	3332995	dCas9_LTR2B_peak_151	-1.6209788	-2.3666022	-2.7380738	-1.4206688	-0.587349	-0.61101013	-1.7730157	-2.0208535	-1.3468909	-1.3946565	-1.3575099
chr19	4529448	4530448	dCas9_LTR2B_peak_152	-1.340871	-1.7291722	-3.0011082	-2.2686658	-0.3463409	-1.1179701	-2.03605	-0.7984611	-1.8943788	-1.4726591	-2.2055068
chr19	9730049	9731049	dCas9_LTR2B_peak_153	-1.7278941	-1.9515647	-2.0011082	-1.4206688	-0.2918931	-1.1959727	-2.03605	-1.6989255	-1.2728904	-0.6883878	-1.2055067
chr19	13155269	13156269	dCas9_LTR2B_peak_154	1.3660821	1.4634727	2.3135881	-2.2686658	-1.7248526	1.622787	1.4102061	1.3599683	-2.009856	-1.4726591	-1.9424723
chr19	14812114	14813114	dCas9_LTR2B_peak_155	-1.340871	-1.6296365	-1.8636047	-1.4206688	-0.23942569	-1.7809352	-1.8985466	-1.6989255	-1.135387	-0.7356935	-1.2055067
chr19	20161268	20162268	dCas9_LTR2B_peak_156	-1.340871	-1.2885996	-2.1531112	-0.783239	0.20114689	-2.1959727	-2.3579783	-1.6058159	-0.89437884	-0.83522916	-0.2795073
chr19	34999729	35000729	dCas9_LTR2B_peak_157	1.171579	2.2116659	3.0256917	-2.5905938	-1.8768556	1.9378831	1.5489124	1.8288122	-2.7874637	-2.8352292	-2.2055068
chr19	39186914	39187914	dCas9_LTR2B_peak_158	-1.2584088	-1.7291722	-1.0011083	-1.2686658	-0.95931774	-1.2784349	-1.2705154	-1.3578885	-1.4248935	-1.7356935	-1.5274348
chr19	44913739	44914739	dCas9_LTR2B_peak_159	2.149095	-0.6296365	-0.3688401	-2.2686658	1.4923782	2.504467	1.1014533	1.9487729	-1.2728904	-0.83522916	-0.7200799
chr19	46912997	46913997	dCas9_LTR2B_peak_160	0.9467057	1.2049398	1.4048841	-1.5905939	-0.46181813	-0.2784348	-0.40378198	-0.7984611	-0.6406222	-1.4726591	-0.43997198
chr19	52694227	52695227	dCas9_LTR2B_peak_161	-1.0360163	-1.2885996	-2.7380738	-0.005631413	-0.23942569	-2.0439696	-1.1880534	-0.747835	-0.6406222	-0.35718188	-0.8269951
chr19	52735150	52736150	dCas9_LTR2B_peak_162	0.3265537	-1.9515647	-2.7380738	-0.005631413	0.0825024	0.24881218	-0.40378198	0.14907147	-0.6406222	-0.4726591	-1.2055067
chr19	52898131	52899131	dCas9_LTR2B_peak_163	-0.5703528	-2.3666022	-2.7380738	0.5386891	-0.40292445	-1.7809352	-2.03605	-1.6058159	-1.135387	-0.4726591	-0.7200799
chr19	52903943	52904943	dCas9_LTR2B_peak_164	-1.2584088	-2.0770955	-2.0011082	-0.26866582	-0.8768556	-1.1959727	-2.7730157	-1.7984611	-1.0712565	-0.15073101	-1.3575099
chr19	52923507	52924507	dCas9_LTR2B_peak_165	1.2440915	-1.2885996	-2.3230364	-2.2686658	0.040682223	1.9560304	-0.03605019	1.6609704	-1.5948185	-0.5133011	-1.0680032
chr19	52935933	52936933	dCas9_LTR2B_peak_166	1.9979309	0.507867	0.45832333	-1.0056314	-0.18879963	1.9195045	0.2269842	0.227074	-1.135387	-0.21631935	-1.2055067
chr19	54958306	54959306	dCas9_LTR2B_peak_167	-0.7844776	-2.0770955	-2.1531112	-1.7832389	0.7605743	0.30652767	-1.1100508	-0.5614219	-1.6879278	0.16477081	-0.8269951
chr19	56234306	56235306	dCas9_LTR2B_peak_168	-1.9689021	-3.5365272	-2.3230364	-1.1311623	-0.40292445	-1.7809352	-0.77301574	-2.2838879	-0.9509623	-1.0576216	-1.5274348
chr19	57767998	57768998	dCas9_LTR2B_peak_169	-1.7278941	-1.7291722	-2.7380738	-0.19827649	0.0825024	-1.5585427	-0.77301574	-1.1463844	-1.5948185	-0.43313074	-1.5274348
chr20	8842107	8843107	dCas9_LTR2B_peak_189	-2.8433714	-1.7291722	-2.7380738	-0.8901542	-1.13989	-1.7809352	-1.6575385	-2.7984612	-0.839931	-0.7356935	-0.94247234
chr20	11707972	11708972	dCas9_LTR2B_peak_190	-1.9689021	-3.9515646	-2.5156813	-1.7832389	-1.7248526	-0.9735802	-1.2705154	-1.6058159	-1.4248935	-0.1831525	-1.5274348
chr20	15985282	15986282	dCas9_LTR2B_peak_191	-4.4283338	-3.214599	-2.7380738	-1.5905939	-0.65446323	-0.9735802	-1.1880534	-0.96195984	-1.135387	-0.28503212	-1.0680032
chr20	23348323	23349323	dCas9_LTR2B_peak_192	-0.4283338	-1.0129652	-1.6225966	-1.0056314	0.27514747	-0.19597267	-0.07257607	-0.7984611	-1.0712565	-1.1190221	-0.7200799
chr20	29874542	29875542	dCas9_LTR2B_peak_193	-0.6209789	-1.214599	-1.0751089	-0.19827649	0.412651	-1.0439696	-2.3579783	-0.96195984	-0.59481853	0.1387756	-0.8269951
chr20	29874769	29875769	dCas9_LTR2B_peak_194	-0.34087095	-0.8360874	-0.7994744	0.216761	0.7605743	-0.9735802	-2.5506234	-1.3578885	-0.5504244	0.24005893	-0.62054425
chr20	30814624	30815624	dCas9_LTR2B_peak_195	-0.25840878	-0.492133	-0.8636048	0.16429359	0.37948415	-0.7809351	-0.9656608	-0.248264	-0.27289045	0.56686926	-0.5274348
chr20	30814904	30815904	dCas9_LTR2B_peak_196	-0.4283338	-0.44906428	-1.0011083	0.16429359	0.34553683	-0.7809351	-1.1100508	-0.248264	-0.102965444	0.5273409	-0.35750985
chr20	41690999	41691999	dCas9_LTR2B_peak_197	0.6160603	-0.9515646	-0.8636048	-0.5031311	0.20114689	-1.7809352	-2.7730157	-1.5183531	-1.4248935	-1.1190221	-1.2055067
chr20	50673060	50674060	dCas9_LTR2B_peak_198	1.0146097	1.3089628	1.8267108	-0.8901542	-1.7248526	-1.1179701	-2.3579783	-1.7984611	-2.135387	-1.320656	-1.9424723
chr20	51261087	51262087	dCas9_LTR2B_peak_199	-2.2584088	-1.8360875	-2.0011082	-1.7832389	-0.13989002	-2.0439696	-1.5506234	-2.7984612	-0.5073557	-0.5133011	-1.0680032
chr20	54983369	54984369	dCas9_LTR2B_peak_200	-3.1064057	-1.9515647	-2.7380738	-2.2686658	0.12314438	-1.1179701	-1.3579782	-2.7984612	-1.4248935	-0.7356935	-1.7200798
chr21	9637151	9638151	dCas9_LTR2B_peak_201	-2.1064057	-3.5365272	-2.3230364	-2.2686658	-2.2394257	-4.3658977	-3.773016	-5.757819	-3.009856	-1.7356935	-1.5274348
chr21	15738488	15739488	dCas9_LTR2B_peak_202	-0.03601637	-0.53652716	-1.6225966	-0.5031311	0.7605743	-1.0439696	-2.3579783	-1.3578885	-1.0712565	-1.1831524	-1.5274348
chr21	20270765	20271765	dCas9_LTR2B_peak_203	-0.18040627	-2.5365272	-1.6225966	-0.3426664	0.47678134	-1.1959727	-2.5506234	-1.2838879	-1.2728904	-0.4726591	-0.7200799
chr21	22197411	22198411	dCas9_LTR2B_peak_204	-1.340871	-1.3666022	-1.0751089	-0.8901542	0.86011	-2.1959727	-1.4510876	-1.7984611	-0.89437884	-1.7356935	-0.94247234
chr21	32659258	32660258	dCas9_LTR2B_peak_205	-1.1804063	-1.6296365	-1.4161458	-0.3426664	0.20114689	-1.1959727	-0.89854664	-1.082254	-1.6879278	-0.83522916	-1.3575099
chr21	34072747	34073747	dCas9_LTR2B_peak_206	0.3265537	1.8897376	2.3280153	-2.2686658	-2.0467806	0.5882986	-0.14852491	1.1084294	-2.009856	-2.642584	-2.9424725
chr21	42931815	42932815	dCas9_LTR2B_peak_207	0.18637605	-1.536527	-1.8636047	-0.42066893	-0.23942569	-0.61101013	-1.4510876	-0.3204138	-1.5073557	-1.8352293	-2.5274348
chr21	42936965	42937965	dCas9_LTR2B_peak_208	0.24409156	-2.3666022	-1.6225966	-1.4206688	0.0825024	-0.45900708	-1.7730157	-1.0208535	-1.8943788	-1.1190221	-1.5274348
chr21	43262218	43263218	dCas9_LTR2B_peak_209	-0.5214432	-0.492133	-1.0751089	-0.06703196	-0.3463409	-1.665458	-1.7730157	-1.0208535	-1.4248935	-0.6883878	-0.5274348
chr21	46090529	46091529	dCas9_LTR2B_peak_210	-1.6209788	-1.9515647	-2.0011082	-1.0056314	-2.7248526	-1.665458	-2.7730157	-4.605816	-1.3468909	-1.1831524	-2.9424725
chr22	21937651	21938651	dCas9_LTR2B_peak_211	3.1415217	3.6557658	4.3153996	0.6573336	0.7345791	2.0687306	2.025726	2.5987551	-3.009856	-2.320656	-2.5274348
chr22	26588872	26589872	dCas9_LTR2B_peak_212	1.3131332	2.23826	2.4517505	-1.7832389	-2.0467806	1.7939737	0.9088083	1.3249214	-1.7874637	-1.9421444	-4.527435
chr22	35477570	35478570	dCas9_LTR2B_peak_213	-0.07078179	-0.67854613	-0.3688401	-3.5905938	-1.7248526	-0.906466	-1.2705154	-0.51835316	-2.009856	-1.6425841	-3.5274346
chr22	36250129	36251129	dCas9_LTR2B_peak_214	-2.2584088	-2.0770955	-2.1531112	-0.783239	0.12314438	-1.7809352	-3.773016	-1.2134986	-1.3468909	-0.78460306	-1.2055067
chr22	43103089	43104089	dCas9_LTR2B_peak_215	0.54894614	0.61322	0.60770094	-1.7832389	-1.13989	1.6453296	1.2269843	0.751736	-1.4248935	-0.78460306	-1.0680032
chr22	43104544	43105544	dCas9_LTR2B_peak_216	0.74159116	0.3942102	0.9988918	-1.7832389	-1.3463409	0.97395235	0.79176885	0.39418396	-1.8943788	-1.1831524	-1.7200798
chr22	45079872	45080872	dCas9_LTR2B_peak_217	-2.1064057	-2.2145991	-2.3230364	-3.5905938	-3.0467806	-1.665458	-1.2705154	-2.0208535	-1.5948185	-0.32065603	-1.3575099
chr22	50532995	50533995	dCas9_LTR2B_peak_218	0.7811196	-2.5365272	-1.3230364	-3.0056314	0.12314438	2.1179183	1.7609628	1.8779998	-0.6406222	-1.1190221	-2.2055068
chrX	1171839	1172839	dCas9_LTR2B_peak_377	-1.8433713	-1.7291722	-2.7380738	-3.5905938	-1.13989	-1.7809352	-2.7730157	-3.0208535	-1.6879278	-1.1190221	-1.3575099
chrX	2178951	2179951	dCas9_LTR2B_peak_378	-1.9689021	-2.7291722	-2.5156813	-2.0056314	-0.13989002	-0.5585427	-3.0360503	-1.082254	-1.3468909	-1.1831524	-3.5274346
chrX	2313950	2314950	dCas9_LTR2B_peak_379	-0.6734463	-0.8360874	-0.6225967	-1.2686658	-1.3463409	-2.5585427	-2.3579783	-2.605816	-1.7874637	-2.8352292	-2.5274348
chrX	2382090	2383090	dCas9_LTR2B_peak_380	-1.340871	-1.6296365	-1.8636047	-2.0056314	-0.46181813	-1.906466	-2.3579783	-2.0208535	-1.2728904	-1.7356935	-1.3575099
chrX	5162822	5163822	dCas9_LTR2B_peak_381	-1.9689021	-2.9515646	-1.8636047	-2.5905938	-1.13989	-2.7809353	-3.773016	-2.4358912	-1.4248935	-1.5551213	-4.6794376
chrX	35442533	35443533	dCas9_LTR2B_peak_382	-2.6209788	-3.9515646	-3.3230364	-2.5905938	-1.2394258	-0.61101013	-1.1100508	-0.476533	-2.7874637	-1.6425841	-2.5274348
chrX	35693152	35694152	dCas9_LTR2B_peak_383	-1.9689021	-2.5365272	-3.3230364	-1.2686658	-0.3463409	-2.7809353	-2.5506234	-3.2838879	-3.2728903	-1.7356935	-2.5274348
chrX	52472822	52473822	dCas9_LTR2B_peak_384	-2.4283338	-2.5365272	-3.0011082	-3.0056314	-1.2394258	-1.7809352	-3.357978	-1.9053763	-3.2728903	-1.7356935	-2.9424725
chrX	75648699	75649699	dCas9_LTR2B_peak_385	-3.1064057	-1.536527	-2.3230364	-0.783239	-0.40292445	-1.7809352	-3.773016	-2.605816	-2.135387	-1.2502667	-2.2055068
chrX	77293446	77294446	dCas9_LTR2B_peak_386	-2.2584088	-1.4490643	-2.5156813	-3.0056314	-1.8768556	-2.5585427	-5.357978	-2.4358912	-2.2728903	-2.472659	-1.9424723
chrX	78513438	78514438	dCas9_LTR2B_peak_387	-3.8433714	-3.214599	-3.0011082	-1.0056314	-0.18879963	-2.5585427	-2.03605	-1.6058159	-3.009856	-1.7356935	-1.3575099
chrX	82745644	82746644	dCas9_LTR2B_peak_388	-3.1064057	-2.9515646	-2.0011082	-1.5905939	-0.3463409	-1.459007	-3.0360503	-3.0208535	-2.135387	-2.0576215	-2.9424725
chrX	94705305	94706305	dCas9_LTR2B_peak_389	-3.4283338	-1.536527	-3.0011082	-3.0056314	-1.0467806	-2.5585427	-3.357978	-3.6058161	-2.5948186	-2.642584	-2.5274348
chrX	106107804	106108804	dCas9_LTR2B_peak_390	-1.7278941	-2.9515646	-1.7380738	-3.0056314	-1.8768556	-3.3658977	-3.0360503	-1.7984611	-1.8943788	-2.1831524	-4.527435
chrX	113472548	113473548	dCas9_LTR2B_peak_391	-2.1064057	-1.7291722	-2.5156813	-2.0056314	-0.46181813	-0.19597267	-1.4510876	0.227074	-2.2728903	-1.4726591	-2.9424725
chrX	120035382	120036382	dCas9_LTR2B_peak_392	-0.6209789	-3.5365272	-2.5156813	-1.7832389	0.20114689	-1.2784349	-1.6575385	-0.96195984	-1.6879278	-1.2502667	-3.5274346
chrX	122813048	122814048	dCas9_LTR2B_peak_393	-1.9689021	-2.2145991	-3.3230364	-1.5905939	-0.7248525	-2.3658977	-3.773016	-3.6058161	-1.8943788	-2.1831524	-1.9424723
chrX	144634325	144635325	dCas9_LTR2B_peak_394	-2.8433714	-3.214599	-4.323036	-3.0056314	-0.8768556	-2.5585427	-4.357978	-5.605816	-3.009856	-1.6425841	-2.2055068
chrY	56828407	56829407	dCas9_LTR2B_peak_395	1.3660821	1.346116	0.7854881	1.749256	0.8839567	1.2779585	0.88994926	-0.08225407	1.3359188	1.0439163	1.2539248
