Probe	K562-dCAS9-1	K562-dCAS9-2	K562-dCas9-sep-1	K562-dCas9-sep-2	K562-dCas9-all-1	OCI-dCAS9-1	OCI-dCAS9-2	OCI-dCas9-sep-1	OCI-dCas9-sep-2	OCI-dCas9-all-1
AP003068.9	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0
TM7SF2	211.0	130.0	254.0	321.0	281.0	188.0	321.0	115.0	55.0	156.0
ZNHIT2	99.0	59.0	77.0	147.0	75.0	199.0	472.0	93.0	115.0	131.0
AP003068.12	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-399J13.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
FAU	7192.0	3021.0	4218.0	6632.0	4789.0	6002.0	10723.0	2648.0	3280.0	3796.0
SYVN1	1617.0	600.0	1304.0	1259.0	1490.0	872.0	1825.0	506.0	428.0	649.0
MRPL49	1223.0	672.0	907.0	1620.0	1125.0	821.0	1946.0	459.0	487.0	655.0
SPDYC	227.0	144.0	277.0	287.0	348.0	0.0	0.0	0.0	0.0	0.0
AP003068.23	98.0	28.0	61.0	66.0	61.0	15.0	26.0	8.0	4.0	9.0
CAPN1	3232.0	1203.0	2109.0	3305.0	2496.0	2445.0	4364.0	1144.0	1191.0	1606.0
POLA2	921.0	421.0	684.0	748.0	727.0	1375.0	2605.0	603.0	633.0	1128.0
CDC42EP2	60.0	40.0	57.0	94.0	48.0	59.0	127.0	34.0	26.0	51.0
DPF2	1103.0	653.0	1133.0	1633.0	1376.0	1071.0	2227.0	648.0	717.0	713.0
TIGD3	48.0	12.0	13.0	11.0	13.0	9.0	15.0	4.0	5.0	10.0
RP11-867O8.5	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
SLC25A45	34.0	16.0	40.0	18.0	38.0	74.0	57.0	68.0	31.0	62.0
FRMD8	682.0	247.0	496.0	625.0	520.0	676.0	1207.0	280.0	271.0	411.0
NEAT1	9903.0	1837.0	14044.0	3748.0	18626.0	5122.0	3275.0	5700.0	883.0	3565.0
CMB9-22P13.1	49.0	36.0	80.0	53.0	104.0	12.0	14.0	22.0	11.0	11.0
CMB9-22P13.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MALAT1	143798.0	34001.0	192447.0	79357.0	239320.0	65814.0	82205.0	51650.0	18738.0	44092.0
AP000769.7	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0
SCYL1	1761.0	734.0	1510.0	1736.0	1772.0	941.0	1656.0	501.0	521.0	756.0
LTBP3	405.0	120.0	329.0	220.0	399.0	122.0	179.0	133.0	73.0	124.0
RP11-856B14.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SSSCA1-AS1	19.0	3.0	25.0	19.0	33.0	12.0	13.0	9.0	1.0	4.0
SSSCA1	373.0	262.0	279.0	573.0	368.0	497.0	1131.0	203.0	244.0	324.0
FAM89B	269.0	81.0	149.0	170.0	158.0	290.0	526.0	111.0	108.0	171.0
EHBP1L1	1797.0	582.0	1285.0	1391.0	1295.0	1502.0	2081.0	898.0	671.0	1097.0
SIPA1	867.0	346.0	628.0	762.0	733.0	1626.0	2284.0	1147.0	740.0	1347.0
KCNK7	2.0	1.0	0.0	1.0	0.0	5.0	3.0	1.0	0.0	1.0
MAP3K11	942.0	321.0	598.0	886.0	631.0	1200.0	2544.0	783.0	530.0	1005.0
PCNXL3	1860.0	643.0	1177.0	1496.0	1305.0	1811.0	3334.0	882.0	746.0	1228.0
RELA	1069.0	428.0	850.0	1073.0	1046.0	1173.0	2480.0	686.0	561.0	855.0
KAT5	677.0	290.0	605.0	746.0	715.0	650.0	1332.0	321.0	303.0	427.0
RNASEH2C	394.0	197.0	335.0	489.0	352.0	958.0	1448.0	421.0	405.0	687.0
RP11-770G2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP5B1	1104.0	275.0	777.0	645.0	844.0	1082.0	1684.0	587.0	338.0	602.0
OVOL1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
OVOL1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-770G2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CFL1	7072.0	3846.0	4010.0	9061.0	4563.0	14164.0	29041.0	7185.0	8053.0	11024.0
SNX32	0.0	0.0	0.0	3.0	1.0	27.0	10.0	57.0	18.0	35.0
MUS81	1447.0	271.0	1041.0	669.0	1087.0	1057.0	1308.0	438.0	378.0	656.0
EFEMP2	27.0	2.0	45.0	9.0	43.0	83.0	46.0	168.0	18.0	55.0
CTSW	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FIBP	607.0	328.0	451.0	637.0	471.0	1162.0	2282.0	453.0	644.0	755.0
CCDC85B	189.0	199.0	180.0	436.0	194.0	582.0	1326.0	353.0	374.0	572.0
FOSL1	240.0	192.0	210.0	301.0	232.0	231.0	618.0	135.0	122.0	136.0
C11orf68	440.0	182.0	412.0	474.0	484.0	261.0	469.0	201.0	185.0	177.0
DRAP1	574.0	383.0	410.0	756.0	493.0	556.0	1233.0	301.0	332.0	363.0
TSGA10IP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SART1	1189.0	630.0	997.0	1388.0	1219.0	1805.0	3714.0	865.0	1005.0	1355.0
EIF1AD	692.0	417.0	439.0	835.0	523.0	501.0	1114.0	261.0	240.0	410.0
BANF1	1405.0	828.0	847.0	1925.0	1183.0	1654.0	3415.0	695.0	935.0	1198.0
CST6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CATSPER1	37.0	4.0	4.0	13.0	5.0	157.0	130.0	128.0	95.0	130.0
GAL3ST3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SF3B2	4013.0	2555.0	4405.0	5399.0	5098.0	5527.0	11453.0	2700.0	3011.0	4182.0
RP11-1167A19.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PACS1	1081.0	336.0	820.0	933.0	922.0	792.0	1151.0	660.0	463.0	752.0
RP11-755F10.1	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLC2	538.0	210.0	482.0	442.0	554.0	302.0	538.0	119.0	112.0	193.0
RP11-755F10.3	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
RP11-867G23.1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
RP11-867G23.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB1B	2062.0	1092.0	1769.0	2655.0	2153.0	3048.0	6100.0	1708.0	1603.0	2381.0
RP11-867G23.3	0.0	2.0	0.0	0.0	1.0	0.0	2.0	2.0	2.0	1.0
RP11-867G23.4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CNIH2	6.0	1.0	1.0	4.0	7.0	0.0	0.0	0.0	0.0	1.0
YIF1A	611.0	496.0	881.0	967.0	1005.0	648.0	1409.0	248.0	372.0	424.0
TMEM151A	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-867G23.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIN1	25.0	11.0	6.0	7.0	9.0	412.0	764.0	232.0	285.0	275.0
RP11-867G23.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BRMS1	486.0	265.0	326.0	561.0	342.0	542.0	1391.0	218.0	205.0	346.0
B3GNT1	314.0	119.0	205.0	263.0	207.0	106.0	266.0	149.0	108.0	110.0
RP11-867G23.8	13.0	4.0	8.0	3.0	8.0	6.0	11.0	3.0	1.0	4.0
SLC29A2	504.0	382.0	722.0	954.0	898.0	227.0	1077.0	76.0	65.0	49.0
RP11-867G23.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPAS4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL11	458.0	433.0	468.0	1030.0	581.0	832.0	1920.0	339.0	447.0	550.0
PELI3	90.0	26.0	75.0	62.0	50.0	131.0	228.0	47.0	45.0	50.0
CTD-3074O7.5	24.0	6.0	14.0	11.0	19.0	25.0	17.0	6.0	6.0	14.0
DPP3	694.0	363.0	454.0	995.0	537.0	1316.0	2980.0	367.0	509.0	753.0
CTD-3074O7.11	364.0	99.0	242.0	265.0	280.0	307.0	558.0	127.0	131.0	180.0
BBS1	303.0	62.0	208.0	142.0	238.0	177.0	217.0	102.0	69.0	98.0
ZDHHC24	140.0	78.0	143.0	197.0	149.0	296.0	398.0	148.0	144.0	171.0
CTD-3074O7.12	77.0	43.0	67.0	80.0	65.0	69.0	74.0	38.0	39.0	41.0
ACTN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3074O7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTSF	201.0	40.0	168.0	85.0	187.0	120.0	97.0	141.0	50.0	103.0
CCDC87	10.0	7.0	7.0	7.0	6.0	3.0	6.0	4.0	0.0	1.0
CCS	460.0	97.0	329.0	249.0	371.0	243.0	310.0	149.0	107.0	178.0
RBM14	1252.0	732.0	1095.0	1611.0	1171.0	2248.0	5747.0	1125.0	1176.0	1524.0
RBM14-RBM4	1177.0	592.0	926.0	1463.0	1158.0	1567.0	3032.0	891.0	880.0	1232.0
RBM4	1226.0	577.0	969.0	1408.0	1238.0	1454.0	2546.0	868.0	788.0	1146.0
RBM4B	349.0	121.0	271.0	282.0	283.0	427.0	753.0	250.0	249.0	341.0
RP11-658F2.8	173.0	21.0	120.0	48.0	135.0	98.0	108.0	81.0	28.0	72.0
SPTBN2	1359.0	651.0	1911.0	1803.0	2024.0	10.0	15.0	18.0	14.0	10.0
C11orf80	228.0	65.0	183.0	202.0	219.0	23.0	43.0	14.0	18.0	17.0
RCE1	292.0	149.0	239.0	316.0	318.0	306.0	556.0	155.0	164.0	223.0
PC	395.0	213.0	516.0	662.0	584.0	459.0	959.0	255.0	241.0	272.0
LRFN4	298.0	241.0	251.0	611.0	292.0	688.0	1573.0	385.0	375.0	573.0
C11orf86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYT12	0.0	0.0	2.0	2.0	2.0	2.0	3.0	2.0	0.0	0.0
RHOD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDM2A	1529.0	613.0	1472.0	1406.0	1706.0	3663.0	7855.0	2354.0	2122.0	2472.0
ADRBK1	3399.0	1026.0	2421.0	2632.0	2800.0	14350.0	20383.0	10562.0	8912.0	10701.0
ANKRD13D	899.0	161.0	494.0	307.0	573.0	2744.0	2340.0	2505.0	1130.0	2092.0
SSH3	25.0	0.0	6.0	2.0	5.0	255.0	618.0	126.0	84.0	83.0
RAD9A	484.0	168.0	362.0	436.0	435.0	390.0	544.0	198.0	117.0	285.0
POLD4	692.0	143.0	351.0	369.0	345.0	567.0	724.0	276.0	192.0	305.0
AP003419.11	499.0	105.0	245.0	268.0	248.0	415.0	553.0	192.0	152.0	229.0
CTC-1337H24.3	1.0	0.0	3.0	0.0	1.0	0.0	2.0	4.0	0.0	2.0
CLCF1	84.0	24.0	49.0	38.0	61.0	19.0	64.0	6.0	4.0	5.0
CTC-1337H24.4	4.0	1.0	3.0	0.0	9.0	1.0	1.0	0.0	0.0	0.0
PPP1CA	3268.0	1329.0	1920.0	3379.0	2130.0	3528.0	6884.0	1462.0	1797.0	2468.0
TBC1D10C	79.0	2.0	6.0	21.0	18.0	28.0	44.0	13.0	10.0	2.0
CARNS1	1.0	0.0	0.0	0.0	0.0	4.0	3.0	7.0	0.0	2.0
RPS6KB2	1061.0	555.0	724.0	1246.0	802.0	583.0	1491.0	253.0	238.0	366.0
AP003419.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTPRCAP	58.0	8.0	27.0	17.0	30.0	13.0	18.0	8.0	1.0	11.0
CORO1B	2832.0	688.0	1301.0	1737.0	1436.0	1896.0	2776.0	797.0	902.0	1319.0
GPR152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CABP4	0.0	0.0	0.0	1.0	1.0	146.0	59.0	95.0	46.0	127.0
TMEM134	154.0	45.0	146.0	128.0	134.0	97.0	139.0	96.0	52.0	65.0
AIP	988.0	392.0	846.0	896.0	961.0	1020.0	2029.0	559.0	596.0	667.0
PITPNM1	779.0	298.0	544.0	773.0	647.0	594.0	996.0	400.0	239.0	379.0
CDK2AP2	586.0	264.0	504.0	597.0	564.0	542.0	1197.0	269.0	211.0	459.0
CABP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSTP1	5862.0	4716.0	7194.0	9652.0	8834.0	3329.0	8118.0	1527.0	2094.0	2386.0
C11orf72	1.0	0.0	4.0	2.0	7.0	0.0	1.0	0.0	0.0	0.0
RP11-655M14.12	19.0	4.0	19.0	7.0	27.0	0.0	0.0	0.0	0.0	0.0
NDUFV1	2049.0	1613.0	2678.0	3628.0	3228.0	3159.0	5364.0	1496.0	1570.0	1932.0
RP11-655M14.13	11.0	0.0	10.0	1.0	9.0	3.0	10.0	2.0	0.0	1.0
NUDT8	48.0	41.0	88.0	148.0	100.0	208.0	720.0	46.0	112.0	98.0
TBX10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACY3	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
ALDH3B2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-119D9.1	2.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
RP5-903G2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNC93B1	106.0	62.0	95.0	157.0	87.0	2212.0	4256.0	1229.0	1083.0	1699.0
ALDH3B1	8.0	7.0	21.0	8.0	19.0	786.0	825.0	503.0	430.0	556.0
RP5-901A4.1	4.0	0.0	1.0	2.0	4.0	6.0	6.0	2.0	0.0	1.0
NDUFS8	1291.0	720.0	1200.0	1778.0	1362.0	1284.0	2492.0	684.0	667.0	864.0
TCIRG1	1324.0	354.0	1002.0	634.0	1144.0	3303.0	3848.0	2347.0	856.0	2193.0
RP11-802E16.3	163.0	32.0	125.0	61.0	113.0	369.0	377.0	242.0	76.0	230.0
CHKA	595.0	197.0	433.0	432.0	544.0	511.0	1163.0	407.0	281.0	437.0
CTD-2655K5.1	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	1.0
SUV420H1	768.0	262.0	934.0	661.0	1063.0	1054.0	1686.0	551.0	538.0	779.0
C11orf24	1212.0	352.0	709.0	691.0	710.0	484.0	953.0	244.0	248.0	353.0
LRP5	1391.0	722.0	1415.0	1914.0	1700.0	804.0	1699.0	453.0	494.0	466.0
PPP6R3	2439.0	1157.0	2138.0	2502.0	2276.0	3251.0	6613.0	1904.0	2060.0	2773.0
CTD-2007L18.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAL	63.0	211.0	295.0	784.0	388.0	325.0	1293.0	109.0	189.0	215.0
MTL5	583.0	163.0	565.0	408.0	628.0	279.0	621.0	209.0	187.0	159.0
CPT1A	488.0	379.0	556.0	661.0	677.0	1117.0	3966.0	405.0	585.0	206.0
RP11-757G1.6	3.0	1.0	1.0	4.0	3.0	3.0	6.0	1.0	1.0	0.0
MRPL21	725.0	530.0	749.0	1183.0	828.0	734.0	1520.0	262.0	407.0	490.0
IGHMBP2	360.0	204.0	459.0	465.0	506.0	426.0	873.0	240.0	208.0	262.0
RP11-757G1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-554A11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-554A11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRF-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPCN2	199.0	62.0	154.0	146.0	146.0	604.0	905.0	449.0	347.0	445.0
RP11-554A11.7	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
RP11-554A11.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-554A11.9	1.0	0.0	4.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0
MYEOV	942.0	432.0	410.0	960.0	430.0	9.0	17.0	7.0	0.0	6.0
RP11-211G23.2	19.0	0.0	10.0	8.0	17.0	1.0	0.0	0.0	0.0	0.0
RP11-211G23.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000439.1	0.0	1.0	1.0	0.0	0.0	44.0	244.0	9.0	35.0	4.0
AP000439.2	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AP000439.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000439.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCND1	236.0	83.0	97.0	171.0	145.0	1168.0	900.0	709.0	591.0	883.0
ORAOV1	240.0	72.0	176.0	168.0	196.0	233.0	418.0	129.0	99.0	163.0
FGF19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-643C9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-643C9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-626H12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-626H12.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-626H12.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANO1-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-805J14.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANO1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FADD	371.0	223.0	346.0	532.0	314.0	688.0	1566.0	362.0	399.0	522.0
RP11-805J14.5	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0
PPFIA1	1229.0	434.0	1322.0	1005.0	1631.0	1796.0	2506.0	1088.0	928.0	1434.0
AP000487.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTA-797E19.1	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
CTA-797E19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000487.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000487.5	35.0	7.0	20.0	14.0	16.0	4.0	10.0	0.0	2.0	3.0
CTTN	2635.0	1262.0	2904.0	2693.0	3052.0	79.0	106.0	25.0	35.0	29.0
SHANK2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AP001271.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-826F13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHANK2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHANK2-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMB9-52H4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHANK2-AS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHCR7	1005.0	1127.0	2343.0	3687.0	3084.0	1014.0	2788.0	496.0	378.0	673.0
RP11-660L16.2	54.0	52.0	132.0	172.0	156.0	20.0	45.0	25.0	9.0	27.0
NADSYN1	1315.0	318.0	770.0	716.0	910.0	1472.0	1552.0	812.0	459.0	877.0
KRTAP5-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
KRTAP5-10	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
KRTAP5-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KRTAP5-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KRTAP5-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-167J8.3	3.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
FAM86C1	72.0	42.0	77.0	156.0	81.0	172.0	376.0	76.0	112.0	122.0
ALG1L9P	2.0	0.0	2.0	1.0	0.0	4.0	7.0	3.0	3.0	4.0
DEFB108B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-849H4.2	76.0	15.0	62.0	43.0	84.0	116.0	170.0	44.0	52.0	58.0
CTD-2313N18.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF121	329.0	137.0	270.0	288.0	323.0	251.0	495.0	131.0	133.0	166.0
IL18BP	197.0	25.0	193.0	68.0	229.0	65.0	110.0	38.0	14.0	51.0
NUMA1	3572.0	1235.0	3104.0	3085.0	3467.0	5283.0	8701.0	2674.0	2225.0	3402.0
RP11-849H4.4	9.0	0.0	8.0	3.0	11.0	6.0	17.0	3.0	9.0	6.0
LRTOMT	36.0	21.0	37.0	78.0	54.0	47.0	114.0	29.0	29.0	31.0
LAMTOR1	1115.0	404.0	559.0	940.0	604.0	1005.0	2182.0	492.0	485.0	758.0
ANAPC15	259.0	169.0	204.0	411.0	234.0	437.0	1044.0	195.0	236.0	351.0
FOLR3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RP11-807H22.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FOLR1	64.0	14.0	13.0	17.0	12.0	0.0	0.0	0.0	0.0	1.0
FOLR2	0.0	0.0	0.0	0.0	0.0	2.0	4.0	1.0	4.0	2.0
INPPL1	2412.0	755.0	2203.0	1680.0	2578.0	3223.0	4354.0	2176.0	1405.0	2529.0
PHOX2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLPB	394.0	345.0	526.0	852.0	666.0	1480.0	2775.0	715.0	696.0	1033.0
AP000593.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-45F15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-45F15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-7N14.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE2A	3.0	6.0	14.0	14.0	13.0	0.0	2.0	0.0	0.0	0.0
RP11-169D4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RP11-31L22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARAP1	2642.0	810.0	1888.0	1887.0	2182.0	3311.0	5174.0	2176.0	1497.0	2490.0
ARAP1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARAP1-AS2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
STARD10	453.0	185.0	481.0	427.0	531.0	25.0	63.0	29.0	22.0	36.0
ATG16L2	1108.0	36.0	480.0	116.0	528.0	2191.0	944.0	1685.0	353.0	1353.0
FCHSD2	657.0	196.0	475.0	449.0	559.0	731.0	1518.0	427.0	444.0	527.0
RP11-800A3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-800A3.2	0.0	0.0	0.0	0.0	0.0	8.0	14.0	6.0	1.0	1.0
P2RY2	0.0	0.0	0.0	0.0	0.0	1386.0	4154.0	675.0	544.0	790.0
RP11-800A3.4	0.0	0.0	0.0	0.0	0.0	931.0	2769.0	512.0	360.0	519.0
P2RY6	0.0	0.0	0.0	0.0	0.0	180.0	773.0	187.0	121.0	97.0
RP11-800A3.7	0.0	0.0	0.0	0.0	0.0	8.0	6.0	7.0	1.0	11.0
ARHGEF17	3.0	7.0	3.0	9.0	9.0	447.0	369.0	447.0	227.0	357.0
RELT	432.0	156.0	225.0	268.0	258.0	666.0	1082.0	428.0	248.0	408.0
RP11-809N8.2	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0
FAM168A	479.0	190.0	450.0	415.0	494.0	1354.0	2047.0	1089.0	707.0	1236.0
RP11-809N8.4	1.0	0.0	0.0	0.0	1.0	4.0	5.0	1.0	1.0	1.0
PLEKHB1	1.0	2.0	6.0	3.0	3.0	12.0	13.0	17.0	7.0	12.0
RAB6A	2901.0	898.0	2774.0	1849.0	2928.0	1947.0	2968.0	1003.0	1361.0	1442.0
RP11-456I15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-707G14.1	7.0	2.0	3.0	0.0	3.0	3.0	8.0	0.0	2.0	4.0
MRPL48	970.0	289.0	704.0	623.0	786.0	503.0	911.0	225.0	297.0	335.0
COA4	558.0	435.0	419.0	1037.0	541.0	896.0	1994.0	467.0	553.0	648.0
PAAF1	407.0	289.0	481.0	704.0	627.0	414.0	798.0	295.0	272.0	343.0
RP11-707G14.7	0.0	3.0	0.0	0.0	5.0	5.0	6.0	0.0	1.0	2.0
DNAJB13	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
RP11-167N4.2	8.0	0.0	3.0	2.0	3.0	4.0	5.0	0.0	0.0	1.0
UCP2	893.0	1001.0	1218.0	2225.0	1429.0	1318.0	3643.0	393.0	790.0	645.0
UCP3	13.0	0.0	6.0	5.0	4.0	20.0	22.0	4.0	1.0	2.0
C2CD3	524.0	219.0	436.0	506.0	473.0	720.0	1226.0	318.0	304.0	495.0
PPME1	1010.0	588.0	1324.0	1289.0	1652.0	562.0	1266.0	365.0	353.0	450.0
AP000577.2	10.0	4.0	14.0	5.0	18.0	10.0	10.0	5.0	3.0	7.0
P4HA3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-632K5.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGM2L1	86.0	90.0	186.0	116.0	189.0	75.0	297.0	70.0	54.0	55.0
RP11-702H23.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-632K5.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNE3	278.0	67.0	266.0	160.0	271.0	471.0	557.0	366.0	280.0	313.0
